id,title,author,created_at,content,status,comment_status
"1243","Śledzimy losy naszych absolwentów","4","2013-09-16 13:15:00","<iframe src=""http://www.youtube.com/embed/ZMgWM13PcPQ?list=UUmvuwuoR-8zMXPcNFT8jKcA"" width=""560"" height=""315"" frameborder=""0""></iframe>
W piątkowy wieczór poznaliśmy pierwszych laureatów tegorocznej, już 38. edycji Festiwalu Filmowego w Gdyni. W konkursie Młodego Kina triumfował Paweł Maślona i jego dyplomowa fabuła „Magma”. Autorem zdjęć do filmu jest <strong>Cezary Stolecki – absolwent „Traugutta”</strong> (matura 2007). Warto dodać, że film ma już na koncie pierwsze sukcesy zagraniczne. W czerwcu „Magma” otrzymała nagrodę dla najlepszego filmu studenckiego w kategorii ponad 15 minut na amerykańskim festiwalu w Palm Springs, a w październiku film będzie można zobaczyć podczas festiwalu filmów studenckich ISFVF w Korei.
Pierwszy raz za obiektywem kamery Czarek stanął już w Gimnazjum nr 3, kiedy to wspólnie z grupą przyjaciół nakręcił film „Graffiti – sztuka czy wandalizm”. Został on doceniony w konkursie ""Częstochowa w kadrze 2004"" - zdobył nagrodę specjalną Gazety Wyborczej oraz na Festiwalu Filmów Młodych Europejczyków w Warszawie zdobywając pierwsze miejsce.<br /> W „Traugucie” (w wakacje 2005r.) nakręcił m.in teledysk do utworu kolegi - Pawła Jurczyńskiego „<a href=""http://traugutt.net/lo/archiwum_04_05/04_05.php?id=tylko"" target=""_blank"">Tylko jeden poziom</a>” (zobaczcie, jak zmieniła się szkoła w ciągu zaledwie 8 lat) oraz zdjęcia do – niestety nie ukończonego nigdy filmu „<a href=""http://traugutt.net/lo/archiwum_04_05/04_05.php?id=poziom"" target=""_blank"">Poziom -1</a>”.<br /> Jako student „operatorki”  WRiTV im. K. Kieślowskiego UŚ w Katowicach ofiarował nam swój czas i w 2010 roku nakręcił doskonale znany wszystkim <a href=""http://traugutt.net/lo/09_10/lip_dub/Foto%20Adam%20Kaniowski/index.html"" target=""_blank"">lipdub „Traugutta”</a>.<br /> Cezary – gratulujemy!","1","1"
"1248","SKS koszykówka chłopców","4","2013-09-17 08:13:00","Pan prof. Janusz Poradomski zaprasza na SKS w środy w godzinach 15:30 - 17:30.","1","1"
"1249","Wybory do Samorządu Uczniowskiego","2673","2013-09-17 17:52:00","Ogłaszamy wybory do Samorządu Uczniowskiego.<br />Poszukujemy osób kreatywnych, pracowitych oraz pragnących poświęcić swój czas na reprezentowanie szkoły.<br />Kandydaci na członków zarządu zobowiązani są złożyć wniosek rejestracyjny do 26 września, który musi zawierać opinię wychowawcy o kandydacie (druk do pobrania <a href=""/strony/2,samorzad"" target=""_blank"">ze strony szkoły</a>).<br />Dokument należy dostarczyć opiekunowi SU p.prof. Grzegorzowi Bojankowi.<br />Przez tydzień (od 30 września do 3 października) można prowadzić kampanię wyborczą. Tablica w holu głównym oraz gablota SU to wyłączne miejsca do umieszczania plakatów wraz z programem wyborczym. Na stronie szkoły oraz  portalach społecznościowych będzie można zabiegać o głosy uczniów. 2 października (środa) odbędzie się debata,  w której kandydaci otrzymają możliwość zaprezentowania siebie oraz swoich programów.<br />Głosowanie odbędzie się w piątek 4 października 2013r.<br />Wszelkie wątpliwości można kierować do obecnych przedstawicieli SU oraz opiekuna SU p.prof. Grzegorza Bojanka.<br />Zebranie z kandydatami odbędzie się 28 września.
Zachęcamy do kandydowania :)","1","1"
"1246","Dzień bez samochodu w Traugucie ","2794","2013-09-16 15:17:00","<span style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;""><a href=""http://traugutt.net/lo/13_14/_foto/dbs.jpg"" target=""_blank""><img style=""margin: 3px; border: 0px; float: left;"" src=""http://traugutt.net/lo/13_14/_foto/dbs.jpg"" alt="""" width=""120"" height=""170"" /></a>Dzień bez samochodu, druga w tym roku impreza szkolna, odbędzie się w czwartek 19 września  na długiej przerwie na boisku szkolnym lub w sali gimnastycznej - w zależności od pogody. Każdy, kto do szkoły przyjedzie na ROWERZE lub ROLKACH dostanie przy wejściu imienny bilet zwalniający z odpowiedzi ustnej. Tylko po jego okazaniu nie obowiązuje pytanie. Z rowerem wchodzimy do szkoły a następnie zostawiamy go na patio. Nie wolno jeździć nim po szkole. </span><br style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;"" /><span style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;"">Podczas wspólnej zabawy, na którą zapraszamy wszystkich, odbędą się następujące konkurencje: rzut pedałem, podnoszenie roweru oraz tor przeszkód na hulajnogach. Dla zwycięzców przewidziane nagrody. </span><br style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;"" /><span style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;"">Serdecznie zapraszamy do wspólnej zabawy, SU</span>
<span style=""color: #222222; font-family: arial, sans-serif; font-size: 13px;"">Link do wydarzenia </span><a href=""https://www.facebook.com/events/215902325236235/"" target=""_blank"">https://www.facebook.com/events/215902325236235</a>/","1","1"
"1247","Zaproszenie do udziału w DKK","2815","2013-09-17 10:03:00","Dyskusyjny Klub Książki działający przy bibliotece szkolnej zaprasza stałych uczestników klubu oraz uczniów zainteresowanych udziałem w DKK na spotkanie organizacyjne w nowym roku szkolnym 2013/2014.
Termin spotkania: środa, 18.09.2013 r.
Miejsce: sala 2 B (obok biblioteki).
Godzina: 10.35 (duża przerwa).","1","1"
"1236","Nauka drogą do sukcesu na Śląsku","2254","2013-09-12 15:54:00","Rozpoczęła się V edycja programu stypendialnego „Nauka drogą do sukcesu na Śląsku”. Projekt jest skierowany do uczniów szczególnie uzdolnionych z przedmiotów ścisłych. Szczegółowy regulamin znajduje się <a href=""http://efs-stypendia.slaskie.pl/pl/aktualnosci/0/0/2"" target=""_blank"">tutaj</a>. Natomiast dokumenty, które należy wypełnić można pobrać <a href=""http://efs-stypendia.slaskie.pl/pl/artykul/dokumenty_2013/2014/1375880418/0/0"" target=""_blank"">tutaj</a>.
Wnioski przyjmuje p.prof. Edyta Rećko w terminie do 11 października 2013r.","1","1"
"1251","Konkurs ""Zaprojektuj nam plakat - wygraj tysiąc złotych""","2791","2013-09-19 06:39:00","AJD w Częstochowie zaprasza wszystkie osoby uzdolnione artystycznie do wykonania projektu graficznego plakatu, który zostanie wykorzystany do promocji rekrutacji w 2014 roku. Plakat będzie kolportowany  w internecie w trakcie targów edukacyjnych, jak również trafi do szkół i innych instytucji, gdzie gromadzą się młodzi ludzie.<br /> Konkurs adresowany jest do uczniów szkół gimnazjalnych, ponadgimnazjalnych oraz studentów AJD.  Zwycięzca otrzyma 1000 zł. <br />Aby wziąć udział w konkursie należy zgłosić do doradcy zawodowego po  kartę zgłoszenia.  Na AJD zgłoszenia przyjmowane są do 15 listopada 2013, oficjalne rozstrzygniecie konkursu odbędzie się 22 listopada.
Więcej informacji znajdziecie pod nr telefonu Biura Karier: 34 3784168 oraz na stronie: www.ajd.czest.pl","1","1"
"1252","Fotomaraton 2013","4","2013-09-19 10:24:00","Sławy polskiego fotoreportażu, cenne nagrody i praktyczna wiedza – tego na pewno nie zabraknie podczas I Ogólnopolskiego Konkursu Fotografii Reportażu „Fotomaraton 2013”. W wydarzeniu może wziąć udział każdy, kto zawodowo lub amatorsko zajmuje się fotografią. „Fotomaraton 2013” odbędzie się w dniach 28 i 29 września 2013 w Częstochowie. Organizatorem Konkursu jest Fundacja „Festiwal Sztuki Fotoreportażu”.
Konkursów fotograficznych w Polsce jest wiele, jednak tych liczących się, które na długo zapadają w pamięć odbiorców – zaledwie garstka. „Fotomaraton 2013” to wyjątkowy, pionierski projekt, który ma na celu propagowanie sztuk wizualnych poprzez fotografię. Jest jednym z ważniejszych przedsięwzięć odbywających się w ramach Festiwalu Sztuki Fotoreportażu. Mamy nadzieję, że uda nam się przenieść na polski grunt wieloletnią tradycję podobnych imprez, odbywających się z dużym powodzeniem na świecie. Pierwszy publiczny i ogólnopolski „Fotomaraton” wystartuje w Częstochowie, co będzie okazją do pokazania najciekawszych, magicznych i być może nieodkrytych jeszcze miejsc tego miasta. Możliwe, że uczestnicy konkursu zaproponują nam po prostu inne spojrzenie na rzeczy powszechnie znane, zgodnie z maksymą Davida duChemina „Fotografując, staraj się pokazać to, czego bez ciebie nikt by nie zobaczył”. Jedno jest pewne – serdecznie zapraszamy wszystkich do udziału w tym Konkursie – zachęca Nas organizator „Fundacja Festiwal Sztuki Fotoreportażu”.
<strong style=""font-size: 10px;"">Dla kogo jest „Fotomaraton”?</strong>
<!-- czytaj wiecej -->Fotografować każdy może, trochę lepiej lub trochę gorzej… Te najlepsze fotografie nie są jednak zasługą doskonałego aparatu, a tego, kto za nim stoi. Wyobraźni, wrażliwości, wyczucia i dobrego kadru nie zastąpi żaden sprzęt. Wydarzenie skierowane jest zatem do wszystkich, którym fotografia reportażu jest szczególnie bliska: zarówno do profesjonalnych fotografów, jak i pasjonatów tej pięknej sztuki utrwalania chwili. Konkurs jest dobrą okazją do doskonalenia swojego warsztatu, a jednocześnie – źródłem inspiracji i pomysłów, co w pracy zawodowych fotoreporterów, jak i hobbystów jest niezwykle cenne.
 
<strong>O co chodzi w konkursie?</strong><br />Konkurs będzie się dziać „tu i teraz”, zatem nie polega na przesyłaniu gotowych już fotografii. Zadaniem uczestników będzie wykonanie serii 10 zdjęć, nawiązujących tematycznie do 10 motywów, podporządkowanych głównemu tematowi Konkursu. Na realizację zadania przewidziano 8 godzin pierwszego dnia konkursu. Tematyka zdjęć i motyw przewodni zostaną ogłoszone na starcie „Fotomaratonu” (28 września, godz. 9.00, Plac Biegańskiego obok Ratusza w Częstochowie ). Drugi dzień – 29 września, to Wielki Finał, podczas którego nastąpi wybór najlepszych serii zdjęć i ogłoszenie wyników (zaczynamy o godz. 10.00, klub muzyczny „Stacherczak” przy ul. Kościuszki 1 w Częstochowie). W Jury zasiądą takie sławy fotoreportażu, jak: Tomasz Tomaszewski i Maciej Nabrdalik, a obrady zostaną przeprowadzane publicznie w formie warsztatów fotograficznych. Na laureatów pierwszego, drugiego i trzeciego miejsca czekają cenne nagrody o łącznej wartości ponad 7 tys. złotych. Po zakończeniu części konkursowej przewidziany jest pokaz zdjęć Jurorów, a także projekcja filmu dokumentalnego o Tomaszu Tomaszewskim – „Czarna skrzynka”.
 
<strong>Jakie warunki trzeba spełnić?</strong><br />Aby wziąć udział w konkursie, należy wypełnić prosty formularz rejestracyjny, dostępny w formie elektronicznej na stronie internetowej organizatora, a także dokonać opłaty rejestracyjnej w wysokości 15 zł. Ze sobą wystarczy zabrać cyfrowy aparat fotograficzny z pustą kartę pamięci oraz… wyobraźnię, kreatywność i dobre pomysły na ujęcia. Więcej informacji, szczegółowy Regulamin Konkursu oraz formularz rejestracyjny można znaleźć na www.festiwalfotoreportazu.pl.
 
<strong>Informacje dodatkowe</strong><br />Głównym sponsorem konkursu „Fotomaraton 2013” jest firma NIKON Polska, sponsorami konkursu są Restauracja Astoria, PSS „Jedność” Częstochowa, Sieć sklepów „WAFELEK”, MPK Częstochowa, MOKATE Świat kawy i herbaty. Konkurs został dofinansowany ze środków Urzędu Miasta Częstochowy, a także Marszałka Województwa Śląskiego. Patronat medialny nad wydarzeniem objęli: TVP Katowice, PR Katowice, TV ORION, Radio FIAT, Radio Złote Przeboje, Gazeta Wyborcza, Tygodnik Niedziela, Miesięcznik PRESS, Digital Foto Video, Jasne że Częstochowa – miesięcznik, Radio Jura, Odkryj Śląskie, KulturalnySlask.pl, SwiatObrazu.pl, TwojaCzestochowa.pl, Gazeta Częstochowska oraz placówki kultury na terenie województwa śląskiego, jak i na terenie całego kraju.
Więcej na <a style=""font-size: 10px;"" href=""http://festiwalfotoreportazu.info/"">http://festiwalfotoreportazu.info/</a> oraz <a style=""font-size: 10px;"" href=""https://www.facebook.com/events/615262925173269/"">https://www.facebook.com/events/615262925173269/</a>","1","1"
"1253","Z nurtem Warty","2784","2013-09-19 16:13:00","<a href=""http://traugutt.net/lo/13_14/splyw"" target=""_blank""><img style=""float: left; margin: 3px; border: 0px none;"" src=""http://traugutt.net/lo/13_14/splyw/thumbs/7.jpg"" alt="""" width=""120"" height=""80"" /></a>Dnia 12 września grupa siedmiu ochotników naszego liceum w składzie : Agata Skalik, Julia Domańska, Magda Hertman, Błażej Skiba, Kuba Stolarski, Mateusz Płatek oraz Jakub Gizler udała się na dwudniowy spływ rzeką Wartą.
Zbiórka odbyła się przed szkołą, skąd zostaliśmy przetransportowani na miejsce wodowania w Działoszynie. Niespełna 40km trasa została podzielona na dwa odcinki. W czasie spływu mogliśmy podziwiać piękno Nadwarciańskiego Parku Krajobrazowego. Atrakcją pierwszego odcinka były latająca nad koronami drzew myszołowy wraz z  bocianami oraz bystrze, które nie pozostawiło na nas suchej nitki . Nocowaliśmy w schronisku PTTK niedaleko Załęcza Wielkiego. Na terenie ośrodka odbyło się ognisko, na którym upiekliśmy kiełbaski i ziemniaki. Rankiem zapakowaliśmy się do kajaków i ruszyliśmy do celu naszego spływu. Nie obyło się jednak bez atrakcji. Gdy grupa dopłynęła do Kamiony, nad naszymi głowami pojawiły się chmury burzowe. Na szczęście po 20 minutach niebo się rozpogodziło i mogliśmy spędzić jeszcze trochę czasu na Warcie. Finisz wyprawy był w Krzeczowie, skąd zostaliśmy przetransportowani do Częstochowy.
Organizatorem oraz opiekunem spływu był p.prof. Janusz Poradomski.","1","1"
"1254","Relacja z dnia bez samochodu ","2794","2013-09-19 17:54:00","<a href=""http://traugutt.net/lo/13_14/dbs/"" target=""_blank""><img style=""margin: 3px auto; border: 0px none; vertical-align: baseline; display: block;"" src=""http://traugutt.net/lo/13_14/dbs/Foto%20Bartek%20Rogowski/slides/row1.jpg"" alt="""" width=""630"" height=""194"" /></a>W ramach obchodów Europejskiego Tygodnia Zrównoważonego Transportu odbył się kolejny już w historii „Traugutta” „Dzień bez samochodu”. Na rowerach i rolkach do szkoły przyjechały 72 osoby. Ze względu na brzydką pogodę podczas długiej przerwy konkurencje przeprowadzono w małej sali gimnastycznej, gdzie odbył się: rzut pedałem, żółwi pościg, wyścig na torze przeszkód oraz podnoszenie roweru, którego tegoroczny zwycięzca pobił zeszłoroczny rekord. We wszystkich konkurencjach do wygrania były cenne nagrody ufundowane przez sklep „CENTERBIKE” <a href=""https://www.facebook.com/pages/Centerbike/130405387148443"">https://www.facebook.com/pages/Centerbike/130405387148443</a> . Mamy nadzieję, że bawiliście się tak samo dobrze jak my.","1","1"
"1256","Powalcz o nagrody","4","2013-09-20 10:56:00","Gorąco zapraszamy wszystkich uczniów do udziału w <strong>konkursie</strong> na redaktorów portalu <a href=""http://www.zdrowepokolenie.com.pl/"" target=""_blank"">www.zdrowepokolenie.com.pl</a> . <strong>Do wygrania</strong> są między innymi:
- <strong>Sprzęt sportowy</strong> dla szkół o wartości: za zajęcie I miejsca <strong>5 000zł</strong>, za zajęcie II miejsca <strong>3 000zł</strong>oraz za zajęcie III miejsca <strong>2 000zł;</strong> <br />- <strong>Zestawy kosmetyków marki</strong> <strong>Under Twenty</strong> od Laboratorium Kosmetycznego dr Irena ERIS dla wszystkich uczniów z klasy, z których pochodzą autorzy 3 najwyżej ocenionych prac; <br />- Autorzy 10 najwyżej ocenionych przez Jury prac będą uczestniczyli w <strong>warsztatach dziennikarskich</strong>. Zostaną oni także zaproszeni do redagowania swoich własnych blogów na platformie <a href=""http://www.zdrowepokolenie.com.pl/"" target=""_blank"">www.zdrowepokolenie.com.pl</a>.<br />Zadanie konkursowe polega na przygotowaniu wpisu na bloga o temacie <strong>""Od dziś zaczynamy mądre żywienie""</strong>. Technika wpisu jest w pełni dowolna: fotostory, felieton, reportaż, komiks, sonda, videoblog czyli krótki film. Na prace konkursowe czekamy do <strong>30 września.</strong><br />Zainteresowane osoby (chętnych do przygotowania wpisu lub ludzi z pomysłem) zapraszamy w poniedziałek na dużej przerwie do małej sali gimnastycznej. Projekt z ramienia szkoły koordynuje p.prof. Michał Nowak.","1","1"
"1257","Konkurs internetowy Know America 2014","2791","2013-09-20 09:53:00","Zapraszamy do udziału w XI edycji konkursu internetowego Know America 2014 skierowanego do uczniów szkół ponadgimnazjalnych. Na zwycięzców czekają nagrody: wyjazd do USA, indeksy na studia I stopnia w Ośrodku Studiów Amerykańskich UW, staż w American Chamber of Commerce w Warszawie. Szczegółowe informacje znajdują się na stronie: <a href=""http://www.know-america.org"">www.know-america.org</a>
Dodatkowo, zapraszamy do obejrzenia wykładów dla maturzystów z historii współczesnej i wiedzy o społeczeństwie w formie wideo i mp3 zawartych na stronie internetowej: <a href=""http://www.wszechnica.org.pl"">www.wszechnica.org.pl</a> w cyklu „Matura”. Uczniowie znajdą również porady jak radzić sobie ze stresem i na czym polega sztuka wystąpień publicznych. Wykłady prowadzone są przez ekspertów z uczelni Collegium Civitas. Wszystkie materiały są<span style=""mso-spacerun: yes;""> </span>nieodpłatne z możliwością dalszego rozpowszechniania i publicznego prezentowania.","1","1"
"1258","W sobotę rowerem po Jurze","4","2013-09-20 12:30:00","<a href=""https://www.facebook.com/pages/Traugutt-Bikers-Team/520512391325040"" target=""_blank"">Traugutt Bikers Team</a> zaprasza na kolejny, spontaniczny wypad na Jurę. Sobota, start godz. 11.00 sprzed ""Traugutta"". Kierunek na południowy wschód od Częstochowy. Dystans 50-60 km. Średnie tempo ok. 20-22 km/h. Rowery - górale. Trasa - większość asfaltem. Chętni proszeni są o wpisywanie się w <a href=""https://www.facebook.com/groups/198589406956567/"" target=""_blank"">komentarzach na facebook'u</a>.
Przypominamy, że rajdy organizowane pod szyldem ""Traugutt Bikers Team"" nie są imprezami szkolnymi, liceum nie zapewnia opieki uczestnikom.","1","1"
"1259","WPŁATY NA STUDNIÓWKĘ","2716","2013-09-23 18:56:00","Komitet studniówkowy przypomina, iż do 25 września maturzyści, którzy wybierają się na tegoroczną studniówkę zobowiązani są wpłacić 100 zł na konto studniówkowe. Dane potrzebne do wpłaty znajdują się na stornie szkoły w zakładce <a href=""/strony/20,numery_kont_nipy"" target=""_blank"">KONTAKT/Numery kont</a>.<br style=""mso-special-character: line-break;"" />","1","1"
"1261","Pobiegali, poskakali i popchali","4","2013-09-24 12:41:00","<a href=""http://traugutt.net/lo/13_14/la/"" target=""_blank""><img style=""margin: 3px; border: 0px; float: left;"" src=""http://traugutt.net/lo/13_14/la/slides/IMG_8369.jpg"" alt="""" width=""120"" height=""80"" /></a>
Przy dość wietrznej i rześkiej, choć w większości słonecznej pogodzie dziewczęta i chłopcy ze szkół ponadgimnazjalnych rywalizowali we wtorek na Miejskim Stadionie Lekkoatletycznym w ramach Szkolnej Ligi L-A.<br />Jak poszło naszym? Używając uczniowskiego slangu - szału nie było. Dziewczęta (które dominują w ""Traugucie"") w ostatecznej rywalizacji zajęły VII miejsce. Pokonał nas nawet TZN (piszę ""nawet"", bo chyba wszyscy wiedzą, że to szkoła ""męska"" i dziewcząt tam niewiele). Gratulacje należą się wszystkim startującym przedstawicielkom płci pięknej z II LO, które broniły honoru szkoły, a w szczególności Wiktorii Mach (400m).<br />Lepiej spisali się panowie, którzy ostatecznie zajęli V miejsce, ustępując miejsca tym razem typowo męskim szkołom takim jak ""Prus"" czy TZN. Najlepiej wypadła sztafeta 4x100m, oraz Filip Ciszewski (kula) i Igor Dobosz (100m).
Wybrane wyniki (kopia ze strony Szkolnego Związku Sportowego)<!-- czytaj wiecej -->
Dziewczęta
400m. (25 startujących)
<ol>
<li>Pierzyna Ewelina                                 VII LO   59,21</li>
<li>Radosz Aleksandra                              IX LO    1,09,79</li>
<li>Mach Wiktoria                                      II LO     1,10,12</li>
</ol>
Punktacja drużynowa –dziewcząt
<ol>
<li>VII LO im.M.Kopernika                  <span style=""white-space: pre;""> </span>1024pkt.</li>
<li>IV LO im.H.Sienkiewicza                 1011</li>
<li>VIII LO Samorządowe                      972</li>
<li>IX LO im.CK Norwida                        931</li>
<li>ZSTiO im.S.Żeromskiego                 896</li>
<li>TZN im.W.Sikorskiego                     894</li>
<li>II LO im.R.Traugutta                       842</li>
<li>ZS im.J.Kochanowskiego                 829</li>
<li>ZS Ekonomicznych                          800</li>
<li>V LO im.A.Mickiewicza                     791</li>
<li>I LO im.J.Słowackiego                     698</li>
<li>ZS Gastronomicznych                     512</li>
<li>III LO im.W.Biegańskiego               324</li>
<li>ZS im.B.Prusa                                  302</li>
</ol>
Chłopcy
Sztafety 4x100 (14 sztafet)
<ol>
<li>ZSTiO<span style=""white-space: pre;""> </span>45,39 </li>
<li>TZN<span style=""white-space: pre;""> </span>47,94 </li>
<li>II LO<span style=""white-space: pre;""> </span>49,45 </li>
</ol>
100m. (29 startujących)
<ol>
<li>Mosakowski Mateusz                        ZSTiO </li>
<li>Błasik Adam                                      ZSTiO </li>
<li>Juszczyk Michał                                ZS Prus </li>
<li>Dobosz Igor                                      II LO </li>
<li>Danielak Adam                                 ZST </li>
<li>Ścigała Dawid                                   TZN </li>
<li>Musiał Radosław                               IV LO </li>
<li>Uljański Rafał                                   II LO </li>
</ol>
Kula (28 startujących)
<ol>
<li>Korzekwa Klaudiusz                           IX LO </li>
<li>Mielak Marcin                                     IX LO </li>
<li>Ziobrowski Damian                            TZN </li>
<li>Ciszewski Filip                                   II LO </li>
</ol>
KLASYFIKACJA DRUŻYNOWA –chłopcy
<ol>
<li>ZSTiO im.S.Żeromskiego                  1112pkt</li>
<li>IX LO im.CK Norwida                         1004</li>
<li>TZN im.W.Sikorskiego                      927</li>
<li>ZS im.B.Prusa                                   895</li>
<li>II LO im.R Traugutta                        876</li>
<li>ZS im.J.Kochanowskiego                 846</li>
<li>ZS Sam.-Budowlanych                     820</li>
<li>ZS Technicznych                              802</li>
<li>VII LO im.M. Kopernika                    792</li>
<li>IV LO im.H.Sienkiewicza                  788</li>
<li>ZS Gastronomicznych                      774</li>
<li>V LO im.A.Mickiewicza                     748</li>
<li>ZSME im.K.Pułaskiego                      622</li>
<li>ZS Ekonomicznych                           602</li>
<li>VIII LO Samorządowe                      600</li>
<li>III LO im.W.Biegańskiego                209</li>
</ol>","1","1"
"1262","Uwaga. Nadwaga!","4","2013-09-25 11:21:00","<span style=""font-size: 12px;""><img style=""margin: 3px; border: 0px; float: left;"" src=""http://traugutt.net/lo/13_14/_foto/uwaga_nadwaga.jpg"" alt="""" width=""120"" height=""165"" />W przyszłym tygodniu w naszym liceum odbędą się spotkania z dietetykiem w ramach II edycji edukacyjno-społecznej kampanii Uwaga Nadwaga! organizowanej przez Naturhouse Polska. Podczas spotkania (oddzielnie dla dziewcząt i chłopców) odbędą się prelekcje z zakresu zdrowego odżywiania oraz profilaktyki nadwagi i otyłości. Zgłoszenia chętnych przyjmuje p.prof. Marek Podgórski.</span>
<span style=""font-size: 12px;"">Więcej informacji na temat kampanii znajdziecie na stronie </span><a style=""font-size: 12px;"" href=""http://www.uwaganadwaga.com/"" target=""_blank"">http://www.uwaganadwaga.com</a>","1","1"
"1263","Jak Maciek bańki puszczał czyli nietypowa lekcja fizyki w ""Traugucie""","4","2013-09-26 17:09:00","<a href=""http://traugutt.net/lo/13_14/banki/"" target=""_blank""><img style=""margin: 3px auto; border: 0px; display: block;"" src=""http://traugutt.net/lo/13_14/banki/slides/IMG_8784%20kopia.jpg"" alt="""" width=""630"" height=""420"" /></a>","1","1"
"1264","Przesłuchania","4","2013-09-28 04:10:00","W czwartek 3 października, po 7. godzinie lekcyjnej w szkolnej świetlicy, jak co roku odbędzie się spotkanie muzyków uczęszczających do naszego liceum. Jest to okazja do stworzenia zespołu, uzupełnienia istniejącego lub znalezienia takowego. Zapraszamy przede wszystkim pierwszaków, choć mile widziani będą też drugo- i trzecioklasiści. Nie ma znaczenia, na jakim instrumencie gracie - gitara, perkusja, trąbka czy akordeon - każdy może znaleźć coś dla siebie. Pracy nie braknie także wokalistkom oraz wokalistkom. Chętni proszeni są (w miarę możliwości) o zabranie swojego sprzętu . Oczywiście mamy też nadzieję, że uda nam się „uzupełnić straty” w szkolnym zespole, spowodowane odejściem tegorocznych maturzystów. Jeszcze raz zapraszamy i liczymy na frekwencję dorównującą poprzednim ""edycjom"".
newsa na prośbę p.prof. Bojanka przygotował Piotr Szwedziński","1","1"
"1265","Zdjęcia z rajdu","4","2013-09-28 16:35:00","Wszystkie osoby, które chciałyby udostępnić na stronie swoje zdjęcia z rajdu, proszę o przesłanie fotek na adres:marek.podgorski@traugutt.net.","1","1"
"1266","Debata przedwyborcza ","2673","2013-09-30 06:23:00","W środę (2.10.13r.) odbędzie się debata przedwyborcza. W świetlicy szkolnej na 4 godzinie lekcyjnej zmierzą się kandydaci do Zarządu Samorządu Uczniowskiego: Marta Czaja, Klaudia Kocaj oraz Katarzyna Kupich.
W spotkaniu weźmie udział 5 przedstawicieli z każdej klasy, wybranych według następującego klucza:
- przewodniczący samorządu klasowego (lub jego zastępca)
- dwie osoby wybrane przez wychowawcę
- osoby z numerem w dzienniku 2 oraz 22 (o ile są zainteresowane). Jeśli któraś z nich będzie nieobecna, w jej zastępstwie może iść uczeń wskazany przez wychowawcę.
Zachęcamy do przygotowania pytań dla poszczególnych kandydatów.
Debatę poprowadzi Michał Kluba.
Serdecznie zapraszamy.
SU","1","1"
"1269","XXXI Rajd Traubeanów","4","2013-09-30 18:24:00"," 
<a href=""http://traugutt.net/lo/13_14/rajd/"" target=""_blank""><img style=""margin: 3px auto; border: 0px; display: block;"" src=""http://traugutt.net/lo/13_14/rajd/Foto%20Adam%20D%C5%82ubak/slides/IMG_8970%20kopia.jpg"" alt="""" width=""630"" height=""420"" /></a>","1","1"
"1276","Spotkanie z dietetykiem","4","2013-10-02 16:20:00","Osoby, które zgłosiły się na spotkanie z dietetykiem zapraszam jutro (w czwartek) do świetlicy:<br />- dziewczęta na 5 godzinie lekcyjnej (brak wolnych miejsc)<br />- chłopcy na 6 godzinie lekcyjnej (są jeszcze wolne miejsca, nie mniej obowiązuje limit maksymalnie 5 osób z klasy po wcześniejszym uzyskaniu zgody uczącego nauczyciela). Spotkanie nie zwalnia z zapowiedzianych kartkówek, sprawdzianów etc.
Dodatkowo przyniosę jutro do szkoły analizator składu ciała. Biorący udział w spotkaniach wcześniej będą mogli się zważyć (warunek - na bosaka). Jak wygląda przykładowy wynik takiej analizy, możecie zobaczyć <a href=""http://traugutt.net/lo/13_14/test_profilaktyczny.pdf"" target=""_blank"">tutaj</a>.","1","1"
"1270","Koncert charytatywny ","2794","2013-09-30 19:08:00","Jutro na 7h lekcyjnej w małej sali gimnastycznej odbędzie się koncert charytatywny aby wspomóc finansowo chorą na raka Julię Janik.<br />Na początku przedstawimy historię choroby Julki, a następnie wystąpią soliści z naszej szkoły:<br /> - Agata Dziarmagowska<br /> - Ewelina Karlińska <br /> - Wiktoria Boral <br /> - Damian Hyra <br /> - Filip Kampka i Piotr Suskiewicz.<br /> Podczas koncertu odbędą się również licytacje, w których klasy mogą brać udział aby wspomóc Julkę albo po prostu wrzucić uzbierane pieniądze do puszki.
Liczymy na Wasze wsparcie!","1","1"
"1267","Dyskusja na facebooku","2673","2013-09-30 06:26:00","Zachęcamy wszystkich do odwiedzenia wydarzenia na facebooku dotyczącego tegorocznych wyborów do Samorządu Uczniowskiego. Jest to miejsce, gdzie macie możliwość zadania pytań kandydatom, poparcia ich, a także możecie rozpocząć dyskusję. Oczywiście nie zapominajmy o kulturalnym zachowaniu. :)
<a href=""https://www.facebook.com/events/393774974082167/?notif_t=plan_user_joined"">https://www.facebook.com/events/393774974082167/?notif_t=plan_user_joined</a>
SU","1","1"
